Academic_Year,UDISE_Code,district_name & code,block_name & code,School_Name,PP3_B,PP3_G,PP3_T,PP2_B,PP2_G,PP2_T,PP1_B,PP1_G,PP1_T,C1B,C1G,C1T,C2B,C2G,C2T,C3B,C3G,C3T,C4B,C4G,C4T,C5B,C5G,C5T,C6B,C6G,C6T,C7B,C7G,C7T,C8B,C8G,C8T,C9B,C9G,C9T,C10B,C10G,C10T,C11B,C11G,C11T,C12B,C12G,C12T,Total
2024-25,28193101209,NELLORE (2819),MANUBOLU (281931),ZPHS MANUBOLU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,0,2,10,0,13,10,0,43,39,0,27,17,0,41,23,0,69,31,0,39,24,0,0,0,0,0,0,0,402
2024-25,28193290135,TIRUPATI (2833),GUDUR (281932),ZPHS GUDUR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,7,0,12,10,0,21,11,0,53,0,0,78,0,0,96,0,0,74,0,0,67,0,0,0,0,0,0,0,0,439
2024-25,28193302003,NELLORE (2819),SAIDAPURAM (281933),MPPS SYDAPURAM (MAIN),0,0,0,0,0,0,0,0,0,9,5,0,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22
2024-25,28193401404,TIRUPATI (2833),DAKKILI (281934),ZPHS DAKKILI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,4,5,0,6,3,0,43,30,0,31,31,0,53,46,0,47,39,0,37,31,0,0,0,0,0,0,0,413
2024-25,28193601001,TIRUPATI (2833),BALAYAPALLI (281936),MPPS BALAYAPALLI,0,0,0,0,0,0,0,0,0,5,1,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13
2024-25,28193800111,TIRUPATI (2833),CHILLAKUR (281938),MPPS CHILLAKUR HW,0,0,0,0,0,0,0,0,0,10,8,0,10,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33
2024-25,28194002612,TIRUPATI (2833),VAKADU (281940),MPPS VAKADU SC,0,0,0,0,0,0,0,0,0,8,4,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17
2024-25,28194100907,TIRUPATI (2833),CHITTAMUR (281941),ZPHS CHITTAMUR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,0,6,3,0,6,3,0,15,7,0,18,5,0,28,8,0,27,9,0,18,10,0,0,0,0,0,0,0,175
2024-25,28194300603,TIRUPATI (2833),PELLAKUR (281943),ZPHS TALVAIPADU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,22,0,16,32,0,25,31,0,26,18,0,17,21,0,0,0,0,0,0,0,234
2024-25,28194400101,TIRUPATI (2833),DORAVARISATRAM (281944),MPUPS NELABALLI,0,0,0,0,0,0,0,0,0,7,7,0,6,3,0,5,2,0,4,7,0,7,10,0,8,9,0,6,5,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,90
2024-25,28194501323,TIRUPATI (2833),SULLURPET (281945),GOVT. HIGH SCHOOL  SULLURPET,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,4,0,41,1,0,48,0,0,58,2,0,68,2,0,0,0,0,0,0,0,253
2024-25,28200102409,KADAPA (2820),KONDAPURAM (282001),ZPHS KONDAPURAM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,8,3,0,4,4,0,15,15,0,18,4,0,17,7,0,10,8,0,18,10,0,0,0,0,0,0,0,145
2024-25,28200202402,KADAPA (2820),MYLAVARAM (282002),MPPS MYLAVARAM DAM,0,0,0,0,0,0,0,0,0,1,5,0,10,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25
2024-25,28200401205,KADAPA (2820),RAJUPALEM (282004),ZPHS RAJUPALEM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,3,4,0,5,4,0,20,9,0,18,8,0,17,8,0,21,2,0,19,10,0,4,8,0,0,0,0,167
2024-25,28200500805,KADAPA (2820),DUVVUR (282005),MPPS DUVVUR,0,0,0,0,0,0,0,0,0,10,10,0,4,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34
2024-25,28200700608,KADAPA (2820),B.MATTAM (282007),MPPS K.M.PALLE,0,0,0,6,2,0,2,5,0,18,12,0,15,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77
2024-25,28200801901,KADAPA (2820),B.KODUR (282008),MPPS PAYALAKUNTA,0,0,0,0,0,0,0,0,0,1,2,0,1,5,0,1,4,0,1,3,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22
2024-25,28200901806,KADAPA (2820),KALASAPADU (282009),MPPS URDU KALASAPADU,0,0,0,0,0,0,0,0,0,4,1,0,3,5,0,2,0,0,2,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24
2024-25,28201401001,KADAPA (2820),CHAPADU (282014),MPPS CHAPADU,0,0,0,0,0,0,0,0,0,8,3,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21
2024-25,28201701010,KADAPA (2820),MUDDANUR (282017),MPPS STATION WARD,0,0,0,0,0,0,2,3,0,12,8,0,6,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42
2024-25,28201801203,KADAPA (2820),SIMHADRIPURAM (282018),MPPS SIMHADRIPURAM HW,0,0,0,0,0,0,0,0,0,2,4,0,4,0,0,3,2,0,2,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22
2024-25,28202101001,KADAPA (2820),VEMULA (282021),MPPS VEMULA(M),0,0,0,0,0,0,0,0,0,4,7,0,6,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24
2024-25,28202200301,KADAPA (2820),THONDUR (282022),MPPS THONDUR (MAIN),0,0,0,0,0,0,1,0,0,9,7,0,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26
2024-25,28202300301,KADAPA (2820),V.N.PALLE (282023),MPPS URUTURU,0,0,0,0,0,0,0,0,0,2,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
2024-25,28202491210,KADAPA (2820),YERRAGUNTLA (282024),MPPS 2ND WARD YERRAGUNTLA,0,0,0,0,0,0,0,0,0,5,3,0,4,3,0,9,4,0,17,4,0,5,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61
2024-25,28202801201,KADAPA (2820),ATLUR (282028),MPPS ATLOOR (MAIN),0,0,0,1,0,0,0,2,0,4,1,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14
2024-25,28203201211,KADAPA (2820),C.K.DINNE (282032),MPPS MOOLAVANKA T,0,0,0,0,0,0,0,0,0,6,3,0,2,1,0,2,1,0,4,4,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26
2024-25,28203301807,KADAPA (2820),PENDLIMARRY (282033),MPPS PENDLIMARRY,0,0,0,0,0,0,0,0,0,0,2,0,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
2024-25,28203501102,KADAPA (2820),CHAKRAYAPET (282035),MPPS NAGULAGUTTAPALLI (PHC),0,0,0,0,0,0,0,0,0,4,4,0,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15
2024-25,28203600524,ANNAMAYYA (2825),L.R.PALLI (282036),ZPHS BOYS L R PALLE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,16,0,0,18,0,0,24,0,0,32,0,0,39,0,0,41,0,0,34,0,0,0,0,0,0,0,0,217
2024-25,28203700601,ANNAMAYYA (2825),RAMAPURAM (282037),MPPS RAMAPURAM,0,0,0,0,0,0,0,0,0,6,2,0,2,2,0,3,3,0,4,8,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36
2024-25,28204100807,ANNAMAYYA (2825),PENAGALUR (282041),ZPHS PENAGALUR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,9,0,6,8,0,15,15,0,42,32,0,47,49,0,56,32,0,41,29,0,39,29,0,0,0,0,0,0,0,459
2024-25,28204300905,ANNAMAYYA (2825),KODUR (282043),MPPS KODUR CAMPUS,0,0,0,0,0,0,0,0,0,11,16,0,12,12,0,16,20,0,14,28,0,23,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,171
2024-25,28204600201,ANNAMAYYA (2825),T SUNDUPALLI (282046),MPPS T SUNDI PALLY,0,0,0,0,0,0,0,0,0,16,20,0,12,13,0,7,9,0,4,17,0,12,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120
2024-25,28204700701,ANNAMAYYA (2825),SAMBEPALLI (282047),MPPS SAMBEPALLI,0,0,0,0,0,0,0,0,0,16,11,0,11,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45
2024-25,28204800718,ANNAMAYYA (2825),CHINNAMANDEM (282048),ZPHS CHINNAMANDEM (BOYS),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,6,0,2,8,0,11,10,0,60,0,0,45,0,0,53,0,0,54,0,0,44,0,0,0,0,0,0,0,0,301
2024-25,28204901202,ANNAMAYYA (2825),RAYACHOTY (282049),ZPHS GIRLS RAYACHOTY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,16,0,4,19,0,6,41,0,4,86,0,4,117,0,0,137,0,0,147,0,0,130,0,0,0,0,0,0,0,715
2024-25,28205102803,KADAPA (2820),S.V.KASINAYAN (282051),MPPS NARASAPURAM T,0,0,0,0,0,0,0,0,0,2,9,0,7,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23
2024-25,28210102701,KURNOOL (2821),KOWTHALAM (282101),MPPS(K) KOWTHALAM,0,0,0,0,0,0,0,0,0,12,12,0,13,21,0,13,22,0,15,12,0,19,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,169
2024-25,28210300904,KURNOOL (2821),MANTRALAYAM (282103),MPPS(RNS) MANTRALAYAM,0,0,0,0,0,0,0,0,0,20,20,0,19,16,0,13,19,0,19,13,0,23,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,189
2024-25,28210401603,KURNOOL (2821),NANDAVARAM (282104),MPPS(SPL) NANDAVARAM,0,0,0,0,0,0,2,1,0,21,30,0,23,27,0,35,33,0,32,41,0,30,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,318
2024-25,28210600601,KURNOOL (2821),GUDUR (282106),MPPS(MAIN) GUDUR,0,0,0,0,0,0,0,0,0,16,9,0,12,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45
2024-25,28210791253,KURNOOL (2821),KURNOOL (282107),"MPPS R.COLONY, NANDANAPALLI",0,0,0,0,0,0,0,0,0,11,7,0,12,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43
2024-25,28210800920,NANDYAL (2827),NANDIKOTKUR (282108),"MPPS PETA,  NANDIKOTKUR",0,0,0,0,0,0,0,0,0,10,8,0,12,13,0,12,7,0,19,13,0,25,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140
2024-25,28211100114,NANDYAL (2827),ATMAKUR (282111),"MPPS(U), KOTHAPETA",0,0,0,0,0,0,0,0,0,5,11,0,5,6,0,6,10,0,5,9,0,14,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102
2024-25,28211290908,NANDYAL (2827),SRISAILAM (282112),MPPS(HW) SUNNIPENTA,0,0,0,0,0,0,0,0,0,11,10,0,12,5,0,8,10,0,4,11,0,10,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92
2024-25,28211600401,NANDYAL (2827),MIDTHUR (282116),MPPS(R) MIDTHUR,0,0,0,0,0,0,0,0,0,9,13,0,23,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55
2024-25,28211900301,KURNOOL (2821),KODUMUR (282119),MPPS KONDAPETA,0,0,0,0,0,0,0,0,0,25,32,0,33,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,131
2024-25,28212201103,KURNOOL (2821),PEDDAKADUBUR (282122),MPPS(M) PEDDA KADUBUR,0,0,0,0,0,0,0,0,0,12,33,0,21,20,0,18,23,0,12,24,0,20,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,215
2024-25,28212401003,KURNOOL (2821),HOLAGUNDA (282124),MPPS(XTH WARD) HOLAGUNDA,0,0,0,0,0,0,0,0,0,29,19,0,17,18,0,19,13,0,23,25,0,24,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,216
2024-25,28212601901,KURNOOL (2821),ASPARI (282126),MPPS(M) ASPARI,0,0,0,0,0,0,0,0,0,10,9,0,1,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36
2024-25,28212701208,KURNOOL (2821),DEVANAKONDA (282127),ZPHS DEVANAKONDA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,82,0,73,64,0,104,80,0,85,85,0,100,75,0,0,0,0,0,0,0,843
2024-25,28212800502,KURNOOL (2821),KRISHNAGIRI (282128),MPPS KRISHNAGIRI,0,0,0,0,0,0,0,0,0,9,11,0,17,13,0,14,11,0,12,13,0,10,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122
2024-25,28213090209,NANDYAL (2827),BETHAMCHERLA (282130),MPPS(M) BETHAMCHERLA,0,0,0,0,0,0,0,0,0,23,26,0,34,33,0,37,38,0,40,43,0,44,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,364
2024-25,28213300810,NANDYAL (2827),BANDIATMAKUR (282133),ZPHS BANDI ATMAKUR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,10,0,7,15,0,7,15,0,25,27,0,43,23,0,33,39,0,50,31,0,36,39,0,0,0,0,0,0,0,409
2024-25,28213490662,NANDYAL (2827),NANDYAL (282134),POTTI SREE RAMULU MPLPS NOONEPALLI,0,0,0,0,0,0,0,0,0,9,4,0,13,5,0,10,11,0,13,5,0,15,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95
2024-25,28213701405,NANDYAL (2827),RUDRAVARAM (282137),MPPS(M) RUDRAVARAM,0,0,0,0,0,0,0,0,0,8,9,0,8,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35
2024-25,28213901503,NANDYAL (2827),CHAGALAMARRI (282139),MPUPS(UB) CHAGALAMARRI,0,0,0,0,0,0,0,0,0,5,6,0,2,3,0,1,2,0,2,2,0,0,7,0,3,5,0,7,6,0,10,5,0,0,0,0,0,0,0,0,0,0,0,0,0,66
2024-25,28214000801,NANDYAL (2827),UYYALAWADA (282140),MPPS(REG) UYYALAWADA,0,0,0,0,0,0,0,0,0,7,5,0,6,7,0,9,6,0,6,8,0,6,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71
2024-25,28214100805,NANDYAL (2827),DORNIPADU (282141),MPPS(R) DORNIPADU,0,0,0,0,0,0,0,0,0,7,6,0,2,6,0,2,4,0,4,3,0,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44
2024-25,28214501001,NANDYAL (2827),SANJAMALA (282145),MPPS(M) SANJAMALA,0,0,0,0,0,0,0,0,0,7,12,0,4,12,0,6,9,0,4,10,0,8,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83
2024-25,28214900627,NANDYAL (2827),DHONE (282149),MPPS(KOTHAPETA) DHONE,0,0,0,0,0,0,0,0,0,6,4,0,9,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26
2024-25,28215000707,KURNOOL (2821),TUGGALI (282150),ZPHS TUGGALI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,12,0,15,13,0,23,18,0,30,40,0,40,32,0,32,31,0,36,26,0,34,36,0,0,0,0,0,0,0,441
2024-25,28215200801,KURNOOL (2821),MADDIKERA (282152),MPPS(MAIN) MADDIKERA,0,0,0,0,0,0,0,0,0,7,4,0,8,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28
2024-25,28215301201,KURNOOL (2821),CHIPPAGIRI (282153),MPPS(M) CHIPPAGIRI,0,0,0,0,1,0,0,1,0,12,14,0,11,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51
2024-25,28215401301,KURNOOL (2821),HALAHARVI (282154),MPPS(AA) HALAHARVI,0,0,0,0,0,0,0,0,0,7,6,0,6,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28
2024-25,28220100407,ANANTAPUR (2822),D.HIREHAL (282201),MPPS D.HIREHAL,0,0,0,0,0,0,0,0,0,13,10,0,8,16,0,13,12,0,7,17,0,11,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122
2024-25,28220300801,ANANTAPUR (2822),VIDAPANAKAL (282203),MPPS VIDAPANAKAL,0,0,0,2,3,0,14,8,0,10,12,0,8,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71
2024-25,28220500117,ANANTAPUR (2822),GUNTAKAL (282205),LBS MPL.PS 2ND WARD,0,0,0,0,0,0,0,0,0,5,10,0,9,6,0,7,3,0,7,12,0,15,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91
2024-25,28221202004,ANANTAPUR (2822),PAMIDI (282212),"MPPS NR COLONY,PAMIDI",0,0,0,0,0,0,0,0,0,8,14,0,10,6,0,9,17,0,12,14,0,10,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122
2024-25,28221301601,ANANTAPUR (2822),GARLADINNE (282213),MPPS P W D COLONY,0,0,0,0,0,0,0,0,0,10,10,0,8,6,0,3,14,0,4,9,0,12,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85
2024-25,28221400907,ANANTAPUR (2822),KUDAIR (282214),ZPHS KUDAIR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,37,0,34,33,0,45,42,0,56,47,0,58,55,0,0,0,0,0,0,0,452
2024-25,28221600307,ANANTAPUR (2822),BELUGUPPA (282216),MPPS BELUGUPPA,0,0,0,0,0,0,0,0,0,6,18,0,13,12,0,14,24,0,16,14,0,24,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,158
2024-25,28221701025,ANANTAPUR (2822),KANEKAL (282217),MPPS HGKANEKAL,0,0,0,0,0,0,0,0,0,8,11,0,6,7,0,6,9,0,4,8,0,10,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76
2024-25,28221901102,ANANTAPUR (2822),GUMMAGATA (282219),MPPS GONABHAVI,0,0,0,0,0,0,0,0,0,32,24,0,25,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106
2024-25,28222100101,ANANTAPUR (2822),SETTUR (282221),MPPS SETTUR,0,0,0,0,0,0,0,0,0,8,13,0,11,8,0,7,11,0,12,11,0,15,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110
2024-25,28222601001,ANANTAPUR (2822),BUKKARAYASAMUDRAM (282226),MPPS B.K.SAMUDRAM,0,0,0,0,0,0,0,0,0,9,5,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26
2024-25,28222800502,ANANTAPUR (2822),PUTLUR (282228),MPPS PUTLUR,0,0,0,0,0,0,2,4,0,1,3,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15
2024-25,28223000910,SRI SATYASAI (2824),TADIMARRI (282230),ZPHS TADIMARRI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,0,6,9,0,11,5,0,17,17,0,26,16,0,21,12,0,35,30,0,45,35,0,0,0,0,0,0,0,297
2024-25,28223100402,SRI SATYASAI (2824),BATHALAPALLE (282231),MPPS BATHALAPALLE,0,0,0,3,0,0,1,3,0,21,10,0,18,9,0,5,17,0,16,16,0,13,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,143
2024-25,28223400910,ANANTAPUR (2822),KAMBADUR (282234),MPPS KAMBADUR,0,0,0,0,0,0,0,0,0,4,4,0,4,5,0,1,7,0,3,10,0,6,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51
2024-25,28223900501,SRI SATYASAI (2824),TALUPULA (282239),MPPS TALUPULA,0,0,0,0,0,0,0,0,0,6,4,0,3,5,0,4,8,0,6,2,0,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48
2024-25,28224000402,SRI SATYASAI (2824),NAMBULAPULIKUNTA (282240),MPPS N.REDDYVARI PALLI,0,0,0,6,1,0,1,4,0,2,3,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21
2024-25,28224200414,SRI SATYASAI (2824),NALLACHERUVU (282242),ZPHS NALLACHERUVU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,24,0,54,30,0,66,36,0,70,45,0,84,52,0,0,0,0,0,0,0,507
2024-25,28224500601,SRI SATYASAI (2824),AMADAGUR (282245),MPPS AMADAGUR,0,0,0,0,0,0,0,0,0,3,2,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11
2024-25,28224601102,SRI SATYASAI (2824),OBULADEVARACHERUVU (282246),MPPS O D CHERUV U,0,0,0,0,0,0,0,0,0,8,11,0,13,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35
2024-25,28224700519,SRI SATYASAI (2824),NALLAMADA (282247),ZPHS NALLAMADA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,0,15,7,0,8,3,0,30,23,0,27,20,0,48,29,0,63,29,0,57,34,0,0,0,0,0,0,0,405
2024-25,28224801921,SRI SATYASAI (2824),GORANTLA (282248),MPPS GORANTLA (HOSPITAL),0,0,0,0,0,0,0,0,0,8,7,0,7,13,0,16,16,0,17,21,0,16,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,145
2024-25,28225000707,SRI SATYASAI (2824),BUKKAPATNAM (282250),MPPS SC COLONY BKP,0,0,0,0,0,0,0,1,0,7,7,0,4,5,0,7,4,0,12,9,0,5,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71
2024-25,28225790533,SRI SATYASAI (2824),HINDUPUR (282257),DURGABAI DESHMUKH MPL PS,0,0,0,0,0,0,0,0,0,7,14,0,13,9,0,6,10,0,20,10,0,29,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,134
2024-25,28225900823,SRI SATYASAI (2824),MADAKASIRA (282259),GOVT.HS MADAKASIRA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,18,0,0,35,0,0,56,0,0,60,0,0,50,0,0,0,0,0,0,0,0,227
2024-25,28226000613,SRI SATYASAI (2824),GUDIBANDA (282260),ZPHS GUDIBANDA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,0,11,15,0,11,16,0,35,37,0,44,39,0,37,34,0,53,26,0,34,28,0,0,0,0,0,0,0,434
2024-25,28226100313,SRI SATYASAI (2824),AMARAPURAM (282261),ZPHS AMARAPURAM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,10,0,8,14,0,23,23,0,60,74,0,54,55,0,48,42,0,59,42,0,47,63,0,0,0,0,0,0,0,633
2024-25,28226200802,SRI SATYASAI (2824),AGALI (282262),MPPS AGALI,0,0,0,0,0,0,3,1,0,10,5,0,10,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34
2024-25,28230300601,ANNAMAYYA (2825),MULAKALACHERUVU (282303),MPPS MOLAKALACHERUVU(RS),0,0,0,0,0,0,0,0,0,10,5,0,3,4,0,9,6,0,5,9,0,12,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68
2024-25,28230401005,ANNAMAYYA (2825),PEDDATHIPPA SAMUDRAM (282304),MPPS PEDDATHIPPASAMUDRAM (T),0,0,0,0,0,0,0,0,0,10,6,0,6,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31
2024-25,28230801502,ANNAMAYYA (2825),KALAKADA (282308),MPPS KALAKADA,0,0,0,0,0,0,0,0,0,5,1,0,1,4,0,7,1,0,5,1,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33
2024-25,28231191714,TIRUPATI (2833),TIRUPATHI(U) (282311),MPPS MR PALLE,0,0,0,0,0,0,0,1,0,21,22,0,25,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87
